"Name","Url","Status","File","SizeBytes","Error"
"B4_Nisioti_2022_2023_ScienceDirect_retry","https://www.sciencedirect.com/science/article/pii/S2666281722001615/pdfft?isDTMRedir=true&download=true","OK","B4_Nisioti_2022_2023_ScienceDirect_retry.html","52843",""
"B5_Nisioti_Open_PDF_retry","https://researchprofiles.herts.ac.uk/files/34402091/1-s2.0-S2666281722001615-main.pdf","OK","B5_Nisioti_Open_PDF_retry.html","7655",""
"C1_Pappaterra_2018_retry_https","https://www.diva-portal.org/smash/get/diva2:1335798/FULLTEXT01.pdf","OK","C1_Pappaterra_2018_retry_https.pdf","2958453",""
"C3_DigitalForensics_PNFM_Blog_retry_root","https://www.digitalforensics.com/","OK","C3_DigitalForensics_PNFM_Blog_retry_root.html","168148",""
"C6_ACM_DOI_retry_via_doi_org","https://doi.org/10.1145/3769126.3769231","OK","C6_ACM_DOI_retry_via_doi_org.html","7446",""
"C7_ScienceDirect_retry_pdfft","https://www.sciencedirect.com/science/article/pii/S2666281725001635/pdfft?isDTMRedir=true&download=true","OK","C7_ScienceDirect_retry_pdfft.html","52843",""
